school,school_setting,school_type,classroom,teaching_method,n_student,student_id,gender,lunch,pretest,posttest
GJJHK,Suburban,Public,YUC,Standard,21,FYE5C,Female,Qualifies for reduced/free lunch,48,59
GJJHK,Suburban,Public,YUC,Standard,21,K3DEI,Female,Qualifies for reduced/free lunch,41,54
GJJHK,Suburban,Public,YUC,Standard,21,K6QF7,Female,Qualifies for reduced/free lunch,42,53
GJJHK,Suburban,Public,YUC,Standard,21,M14K7,Male,Does not qualify,45,60
GJJHK,Suburban,Public,YUC,Standard,21,N1YBR,Female,Qualifies for reduced/free lunch,52,59
GJJHK,Suburban,Public,YUC,Standard,21,O6C2E,Female,Qualifies for reduced/free lunch,44,51
GJJHK,Suburban,Public,YUC,Standard,21,P259Z,Female,Qualifies for reduced/free lunch,50,55
GJJHK,Suburban,Public,YUC,Standard,21,QUOMH,Female,Qualifies for reduced/free lunch,40,53
GJJHK,Suburban,Public,YUC,Standard,21,RT30S,Male,Qualifies for reduced/free lunch,40,51
GJJHK,Suburban,Public,YUC,Standard,21,S85CT,Male,Qualifies for reduced/free lunch,44,57
GJJHK,Suburban,Public,ZDT,Standard,27,1AP9Z,Female,Qualifies for reduced/free lunch,58,67
GJJHK,Suburban,Public,ZDT,Standard,27,2WHU2,Male,Qualifies for reduced/free lunch,54,60
GJJHK,Suburban,Public,ZDT,Standard,27,74BU8,Male,Qualifies for reduced/free lunch,51,63
GJJHK,Suburban,Public,ZDT,Standard,27,79WZ1,Male,Qualifies for reduced/free lunch,52,59
GJJHK,Suburban,Public,ZDT,Standard,27,7ZTHI,Female,Qualifies for reduced/free lunch,57,70
GJJHK,Suburban,Public,ZDT,Standard,27,8FPNB,Female,Does not qualify,54,65
GJJHK,Suburban,Public,ZDT,Standard,27,B1OMF,Male,Qualifies for reduced/free lunch,56,66
GJJHK,Suburban,Public,ZDT,Standard,27,BED44,Male,Qualifies for reduced/free lunch,52,59
GJJHK,Suburban,Public,ZDT,Standard,27,CL6FV,Male,Qualifies for reduced/free lunch,55,69
GJJHK,Suburban,Public,ZDT,Standard,27,DXOUM,Male,Qualifies for reduced/free lunch,49,62
GJJHK,Suburban,Public,ZDT,Standard,27,EPWXS,Male,Qualifies for reduced/free lunch,52,63
GJJHK,Suburban,Public,ZDT,Standard,27,FIRGN,Male,Qualifies for reduced/free lunch,55,64
GJJHK,Suburban,Public,ZDT,Standard,27,FZMZP,Female,Qualifies for reduced/free lunch,57,63
GJJHK,Suburban,Public,ZDT,Standard,27,GI2EF,Male,Qualifies for reduced/free lunch,54,67
GJJHK,Suburban,Public,ZDT,Standard,27,HKS1U,Female,Qualifies for reduced/free lunch,56,64
GJJHK,Suburban,Public,ZDT,Standard,27,K0K0A,Female,Does not qualify,54,66
GJJHK,Suburban,Public,ZDT,Standard,27,K6ZPT,Male,Qualifies for reduced/free lunch,50,63
GJJHK,Suburban,Public,ZDT,Standard,27,L8312,Female,Qualifies for reduced/free lunch,54,63
GJJHK,Suburban,Public,ZDT,Standard,27,LB2TH,Male,Qualifies for reduced/free lunch,48,61
GJJHK,Suburban,Public,ZDT,Standard,27,ND7EU,Female,Does not qualify,60,69
GJJHK,Suburban,Public,ZDT,Standard,27,O8YKS,Female,Qualifies for reduced/free lunch,54,63
GJJHK,Suburban,Public,ZDT,Standard,27,SPPI3,Female,Qualifies for reduced/free lunch,55,65
GJJHK,Suburban,Public,ZDT,Standard,27,U2EMB,Female,Qualifies for reduced/free lunch,52,68
GJJHK,Suburban,Public,ZDT,Standard,27,UKJAZ,Male,Qualifies for reduced/free lunch,49,65
GJJHK,Suburban,Public,ZDT,Standard,27,VKH07,Male,Qualifies for reduced/free lunch,55,61
GJJHK,Suburban,Public,ZDT,Standard,27,W5NUO,Male,Qualifies for reduced/free lunch,52,66
GJJHK,Suburban,Public,ZDT,Standard,27,XRD78,Female,Qualifies for reduced/free lunch,55,64
GOKXL,Rural,Public,ENO,Experimental,22,4KZTB,Female,Qualifies for reduced/free lunch,50,72
GOKXL,Rural,Public,ENO,Experimental,22,73OKF,Female,Qualifies for reduced/free lunch,57,70
GOKXL,Rural,Public,ENO,Experimental,22,7GLHH,Male,Qualifies for reduced/free lunch,58,70
GOKXL,Rural,Public,ENO,Experimental,22,7PFTS,Male,Does not qualify,61,72
GOKXL,Rural,Public,ENO,Experimental,22,86R4S,Female,Does not qualify,60,70
GOKXL,Rural,Public,ENO,Experimental,22,99V7R,Male,Qualifies for reduced/free lunch,55,71
GOKXL,Rural,Public,ENO,Experimental,22,9TO9F,Male,Qualifies for reduced/free lunch,55,68
GOKXL,Rural,Public,ENO,Experimental,22,B5Y1R,Male,Does not qualify,55,74
GOKXL,Rural,Public,ENO,Experimental,22,BVRN8,Female,Qualifies for reduced/free lunch,52,65
GOKXL,Rural,Public,ENO,Experimental,22,C9ZJQ,Female,Qualifies for reduced/free lunch,53,72
GOKXL,Rural,Public,ENO,Experimental,22,DNCDV,Male,Qualifies for reduced/free lunch,54,72
GOKXL,Rural,Public,ENO,Experimental,22,GK1Q3,Female,Qualifies for reduced/free lunch,51,62
GOKXL,Rural,Public,ENO,Experimental,22,HCOHF,Male,Does not qualify,56,72
GOKXL,Rural,Public,ENO,Experimental,22,K2N0T,Female,Qualifies for reduced/free lunch,59,77
GOKXL,Rural,Public,ENO,Experimental,22,KI2M3,Male,Qualifies for reduced/free lunch,51,69
GOKXL,Rural,Public,ENO,Experimental,22,NK5EF,Male,Qualifies for reduced/free lunch,50,69
GOKXL,Rural,Public,ENO,Experimental,22,PLX9B,Female,Qualifies for reduced/free lunch,59,75
GOKXL,Rural,Public,ENO,Experimental,22,RFVK8,Female,Does not qualify,59,70
GOKXL,Rural,Public,ENO,Experimental,22,RTGSE,Female,Qualifies for reduced/free lunch,52,69
GOKXL,Rural,Public,ENO,Experimental,22,SQBOO,Male,Qualifies for reduced/free lunch,54,69
GOKXL,Rural,Public,ENO,Experimental,22,UPAJX,Male,Qualifies for reduced/free lunch,46,65
GOKXL,Rural,Public,ENO,Experimental,22,YSVSY,Male,Qualifies for reduced/free lunch,49,67
GOKXL,Rural,Public,TSA,Experimental,23,1990J,Female,Qualifies for reduced/free lunch,56,70
GOKXL,Rural,Public,TSA,Experimental,23,2UYFR,Male,Qualifies for reduced/free lunch,54,72
GOKXL,Rural,Public,TSA,Experimental,23,31EAI,Male,Qualifies for reduced/free lunch,57,71
GOKXL,Rural,Public,TSA,Experimental,23,5H30M,Male,Qualifies for reduced/free lunch,54,68
GOKXL,Rural,Public,TSA,Experimental,23,6THJV,Male,Does not qualify,58,68
GOKXL,Rural,Public,TSA,Experimental,23,8GKA1,Male,Qualifies for reduced/free lunch,59,70
GOKXL,Rural,Public,TSA,Experimental,23,B7ZPX,Female,Qualifies for reduced/free lunch,55,71
GOKXL,Rural,Public,TSA,Experimental,23,CESCR,Female,Qualifies for reduced/free lunch,51,69
GOKXL,Rural,Public,TSA,Experimental,23,DZLHN,Female,Qualifies for reduced/free lunch,58,71
GOKXL,Rural,Public,TSA,Experimental,23,EJH9S,Male,Qualifies for reduced/free lunch,54,74
GOKXL,Rural,Public,TSA,Experimental,23,ENASL,Male,Does not qualify,53,68
GOKXL,Rural,Public,TSA,Experimental,23,GVLVE,Male,Qualifies for reduced/free lunch,52,68
GOKXL,Rural,Public,TSA,Experimental,23,H6KJ5,Male,Qualifies for reduced/free lunch,51,66
GOKXL,Rural,Public,TSA,Experimental,23,JHKPJ,Female,Qualifies for reduced/free lunch,54,72
GOKXL,Rural,Public,TSA,Experimental,23,JX1DB,Female,Qualifies for reduced/free lunch,48,63
GOKXL,Rural,Public,TSA,Experimental,23,L1D2K,Male,Qualifies for reduced/free lunch,56,74
GOKXL,Rural,Public,TSA,Experimental,23,LBNRH,Male,Qualifies for reduced/free lunch,52,70
GOKXL,Rural,Public,TSA,Experimental,23,NRU3S,Male,Qualifies for reduced/free lunch,53,61
GOKXL,Rural,Public,TSA,Experimental,23,PUU4A,Female,Qualifies for reduced/free lunch,54,69
GOKXL,Rural,Public,TSA,Experimental,23,QOXPF,Male,Does not qualify,50,67
GOKXL,Rural,Public,TSA,Experimental,23,R4P1G,Male,Qualifies for reduced/free lunch,48,70
GOKXL,Rural,Public,TSA,Experimental,23,XHFUX,Male,Qualifies for reduced/free lunch,56,75
GOKXL,Rural,Public,TSA,Experimental,23,ZRYLC,Male,Qualifies for reduced/free lunch,53,69
GOKXL,Rural,Public,VA6,Standard,19,0YXPR,Female,Qualifies for reduced/free lunch,48,56
GOKXL,Rural,Public,VA6,Standard,19,1QIW0,Male,Does not qualify,49,57
GOKXL,Rural,Public,VA6,Standard,19,1SDXS,Female,Qualifies for reduced/free lunch,40,52
GOKXL,Rural,Public,VA6,Standard,19,6BFD2,Male,Does not qualify,42,61
GOKXL,Rural,Public,VA6,Standard,19,876R0,Male,Qualifies for reduced/free lunch,43,57
GOKXL,Rural,Public,VA6,Standard,19,APD4B,Male,Qualifies for reduced/free lunch,43,56
GOKXL,Rural,Public,VA6,Standard,19,AXE5J,Female,Qualifies for reduced/free lunch,47,53
GOKXL,Rural,Public,VA6,Standard,19,BPVY4,Female,Qualifies for reduced/free lunch,44,53
GOKXL,Rural,Public,VA6,Standard,19,BR5EY,Female,Qualifies for reduced/free lunch,42,53
GOKXL,Rural,Public,VA6,Standard,19,CR5FB,Male,Qualifies for reduced/free lunch,45,53
GOKXL,Rural,Public,VA6,Standard,19,IJPLC,Male,Does not qualify,44,53
GOKXL,Rural,Public,VA6,Standard,19,M5UK3,Female,Qualifies for reduced/free lunch,44,57
GOKXL,Rural,Public,VA6,Standard,19,MOCJB,Male,Qualifies for reduced/free lunch,41,50
GOKXL,Rural,Public,VA6,Standard,19,R8JLM,Female,Qualifies for reduced/free lunch,39,48
GOKXL,Rural,Public,VA6,Standard,19,RTKNR,Male,Qualifies for reduced/free lunch,39,48
GOKXL,Rural,Public,VA6,Standard,19,TME5H,Female,Qualifies for reduced/free lunch,43,53
GOKXL,Rural,Public,VA6,Standard,19,WUYJ3,Female,Does not qualify,45,57
GOKXL,Rural,Public,VA6,Standard,19,YT5M3,Male,Qualifies for reduced/free lunch,45,53
GOKXL,Rural,Public,VA6,Standard,19,Z2T0F,Male,Qualifies for reduced/free lunch,36,51
GOOBU,Urban,Public,18K,Standard,31,0KZS6,Female,Qualifies for reduced/free lunch,47,58
GOOBU,Urban,Public,18K,Standard,31,3XNVR,Male,Qualifies for reduced/free lunch,50,57
GOOBU,Urban,Public,18K,Standard,31,4MTC1,Male,Qualifies for reduced/free lunch,48,53
GOOBU,Urban,Public,18K,Standard,31,7QOXV,Female,Qualifies for reduced/free lunch,53,57
GOOBU,Urban,Public,18K,Standard,31,AQCB5,Male,Qualifies for reduced/free lunch,46,59
GOOBU,Urban,Public,18K,Standard,31,BGPAQ,Male,Qualifies for reduced/free lunch,46,54
GOOBU,Urban,Public,18K,Standard,31,BV3MI,Male,Qualifies for reduced/free lunch,45,51
GOOBU,Urban,Public,18K,Standard,31,BXPDJ,Female,Qualifies for reduced/free lunch,44,55
GOOBU,Urban,Public,18K,Standard,31,F1JQ8,Male,Qualifies for reduced/free lunch,50,56
GOOBU,Urban,Public,18K,Standard,31,FW95I,Male,Qualifies for reduced/free lunch,49,58
GOOBU,Urban,Public,18K,Standard,31,G1R40,Male,Qualifies for reduced/free lunch,42,56
GOOBU,Urban,Public,18K,Standard,31,H02VP,Male,Qualifies for reduced/free lunch,47,53
GOOBU,Urban,Public,18K,Standard,31,JQ4OT,Female,Qualifies for reduced/free lunch,44,57
GOOBU,Urban,Public,18K,Standard,31,K8AKM,Male,Does not qualify,44,59
GOOBU,Urban,Public,18K,Standard,31,KHMUC,Female,Qualifies for reduced/free lunch,49,55
GOOBU,Urban,Public,18K,Standard,31,N1N93,Female,Qualifies for reduced/free lunch,47,55
GOOBU,Urban,Public,18K,Standard,31,NT35W,Male,Qualifies for reduced/free lunch,42,54
GOOBU,Urban,Public,18K,Standard,31,P6MIL,Female,Qualifies for reduced/free lunch,48,58
GOOBU,Urban,Public,18K,Standard,31,PLN0Y,Male,Qualifies for reduced/free lunch,45,51
GOOBU,Urban,Public,18K,Standard,31,T72EG,Male,Qualifies for reduced/free lunch,42,52
GOOBU,Urban,Public,18K,Standard,31,U46W3,Female,Qualifies for reduced/free lunch,43,60
GOOBU,Urban,Public,18K,Standard,31,V3J4V,Female,Qualifies for reduced/free lunch,52,59
GOOBU,Urban,Public,18K,Standard,31,VIVT4,Female,Qualifies for reduced/free lunch,41,53
GOOBU,Urban,Public,18K,Standard,31,VMAIX,Female,Qualifies for reduced/free lunch,50,57
GOOBU,Urban,Public,18K,Standard,31,X01MT,Male,Qualifies for reduced/free lunch,42,51
GOOBU,Urban,Public,18K,Standard,31,X1KJ2,Female,Does not qualify,47,59
GOOBU,Urban,Public,18K,Standard,31,XVQ6F,Female,Qualifies for reduced/free lunch,41,57
GOOBU,Urban,Public,18K,Standard,31,YVDVY,Female,Does not qualify,55,62
GOOBU,Urban,Public,18K,Standard,31,YW9AS,Male,Qualifies for reduced/free lunch,48,58
GOOBU,Urban,Public,18K,Standard,31,ZAUS9,Male,Qualifies for reduced/free lunch,51,62
GOOBU,Urban,Public,18K,Standard,31,ZLJJG,Female,Qualifies for reduced/free lunch,42,51
GOOBU,Urban,Public,CXC,Standard,24,11I5O,Male,Qualifies for reduced/free lunch,31,39
GOOBU,Urban,Public,CXC,Standard,24,2G98P,Female,Does not qualify,35,43
GOOBU,Urban,Public,CXC,Standard,24,3EO9U,Female,Qualifies for reduced/free lunch,31,45
GOOBU,Urban,Public,CXC,Standard,24,3JJUP,Male,Does not qualify,38,45
GOOBU,Urban,Public,CXC,Standard,24,7X0DK,Male,Does not qualify,33,47
GOOBU,Urban,Public,CXC,Standard,24,8AP2H,Female,Qualifies for reduced/free lunch,27,42
GOOBU,Urban,Public,CXC,Standard,24,CF84B,Male,Qualifies for reduced/free lunch,36,44
GOOBU,Urban,Public,CXC,Standard,24,DVU8C,Female,Qualifies for reduced/free lunch,33,46
GOOBU,Urban,Public,CXC,Standard,24,F4L64,Female,Qualifies for reduced/free lunch,30,43
GOOBU,Urban,Public,CXC,Standard,24,GXVMO,Female,Qualifies for reduced/free lunch,33,43
GOOBU,Urban,Public,CXC,Standard,24,HPY7B,Female,Qualifies for reduced/free lunch,36,43
GOOBU,Urban,Public,CXC,Standard,24,ITHSP,Male,Qualifies for reduced/free lunch,36,45
GOOBU,Urban,Public,CXC,Standard,24,IXGKA,Male,Qualifies for reduced/free lunch,30,42
GOOBU,Urban,Public,CXC,Standard,24,J65X1,Male,Qualifies for reduced/free lunch,33,43
GOOBU,Urban,Public,CXC,Standard,24,JQC0G,Female,Qualifies for reduced/free lunch,34,48
GOOBU,Urban,Public,CXC,Standard,24,JQPK7,Female,Qualifies for reduced/free lunch,37,41
GOOBU,Urban,Public,CXC,Standard,24,JX5I4,Female,Qualifies for reduced/free lunch,33,36
GOOBU,Urban,Public,CXC,Standard,24,KSX2Y,Male,Qualifies for reduced/free lunch,33,40
GOOBU,Urban,Public,CXC,Standard,24,QUDU5,Female,Qualifies for reduced/free lunch,32,45
GOOBU,Urban,Public,CXC,Standard,24,S5SBH,Female,Qualifies for reduced/free lunch,29,44
GOOBU,Urban,Public,CXC,Standard,24,UPVQB,Female,Does not qualify,39,52
GOOBU,Urban,Public,CXC,Standard,24,Y1CCJ,Female,Does not qualify,38,48
GOOBU,Urban,Public,CXC,Standard,24,YSJ06,Male,Qualifies for reduced/free lunch,29,41
GOOBU,Urban,Public,CXC,Standard,24,ZCA7A,Female,Qualifies for reduced/free lunch,33,46
GOOBU,Urban,Public,HKF,Standard,28,09J0H,Female,Qualifies for reduced/free lunch,28,43
GOOBU,Urban,Public,HKF,Standard,28,5FVZF,Male,Qualifies for reduced/free lunch,33,41
GOOBU,Urban,Public,HKF,Standard,28,6GLIV,Female,Qualifies for reduced/free lunch,37,44
GOOBU,Urban,Public,HKF,Standard,28,76TQY,Male,Qualifies for reduced/free lunch,28,45
GOOBU,Urban,Public,HKF,Standard,28,78IT6,Female,Qualifies for reduced/free lunch,32,32
GOOBU,Urban,Public,HKF,Standard,28,85XTO,Female,Qualifies for reduced/free lunch,30,43
GOOBU,Urban,Public,HKF,Standard,28,8BONX,Male,Qualifies for reduced/free lunch,31,38
GOOBU,Urban,Public,HKF,Standard,28,8LIDQ,Female,Qualifies for reduced/free lunch,27,43
GOOBU,Urban,Public,HKF,Standard,28,C5QDD,Female,Qualifies for reduced/free lunch,28,45
GOOBU,Urban,Public,HKF,Standard,28,ESWTA,Male,Qualifies for reduced/free lunch,32,38
GOOBU,Urban,Public,HKF,Standard,28,ET5M9,Female,Qualifies for reduced/free lunch,23,35
GOOBU,Urban,Public,HKF,Standard,28,G7UZ5,Male,Qualifies for reduced/free lunch,30,39
GOOBU,Urban,Public,HKF,Standard,28,I6HEI,Female,Qualifies for reduced/free lunch,33,42
GOOBU,Urban,Public,HKF,Standard,28,JR3ZP,Female,Qualifies for reduced/free lunch,30,39
GOOBU,Urban,Public,HKF,Standard,28,LRVKJ,Male,Qualifies for reduced/free lunch,30,44
GOOBU,Urban,Public,HKF,Standard,28,LTIOX,Male,Qualifies for reduced/free lunch,26,34
GOOBU,Urban,Public,HKF,Standard,28,LW21L,Male,Qualifies for reduced/free lunch,31,42
GOOBU,Urban,Public,HKF,Standard,28,M78WF,Male,Qualifies for reduced/free lunch,30,41
GOOBU,Urban,Public,HKF,Standard,28,P4SN4,Male,Qualifies for reduced/free lunch,36,44
GOOBU,Urban,Public,HKF,Standard,28,T7HV4,Male,Qualifies for reduced/free lunch,27,39
GOOBU,Urban,Public,HKF,Standard,28,TJ7G8,Male,Qualifies for reduced/free lunch,36,43
GOOBU,Urban,Public,HKF,Standard,28,UG0VP,Male,Qualifies for reduced/free lunch,30,41
GOOBU,Urban,Public,HKF,Standard,28,UJQR2,Female,Qualifies for reduced/free lunch,32,42
GOOBU,Urban,Public,HKF,Standard,28,UVLBR,Female,Qualifies for reduced/free lunch,31,45
GOOBU,Urban,Public,HKF,Standard,28,W20C6,Female,Qualifies for reduced/free lunch,34,43
GOOBU,Urban,Public,HKF,Standard,28,Y7AXC,Male,Qualifies for reduced/free lunch,30,40
GOOBU,Urban,Public,HKF,Standard,28,ZC4LX,Male,Qualifies for reduced/free lunch,30,44
GOOBU,Urban,Public,HKF,Standard,28,ZDEIJ,Female,Qualifies for reduced/free lunch,33,40
GOOBU,Urban,Public,PBA,Standard,24,0DXGZ,Male,Qualifies for reduced/free lunch,41,49
GOOBU,Urban,Public,PBA,Standard,24,0OW7I,Male,Qualifies for reduced/free lunch,40,50
GOOBU,Urban,Public,PBA,Standard,24,1DA31,Male,Qualifies for reduced/free lunch,37,45
GOOBU,Urban,Public,PBA,Standard,24,1GWDJ,Male,Qualifies for reduced/free lunch,37,44
GOOBU,Urban,Public,PBA,Standard,24,2EXQP,Female,Qualifies for reduced/free lunch,40,51
GOOBU,Urban,Public,PBA,Standard,24,2PEWE,Male,Qualifies for reduced/free lunch,41,51
GOOBU,Urban,Public,PBA,Standard,24,4TYTZ,Male,Qualifies for reduced/free lunch,37,50
GOOBU,Urban,Public,PBA,Standard,24,56VOR,Male,Qualifies for reduced/free lunch,36,49
GOOBU,Urban,Public,PBA,Standard,24,5W6IT,Male,Qualifies for reduced/free lunch,41,54
GOOBU,Urban,Public,PBA,Standard,24,6KYW4,Female,Does not qualify,40,52
GOOBU,Urban,Public,PBA,Standard,24,9GEEG,Male,Qualifies for reduced/free lunch,39,46
GOOBU,Urban,Public,PBA,Standard,24,B9AML,Male,Qualifies for reduced/free lunch,40,49
GOOBU,Urban,Public,PBA,Standard,24,BG9FM,Male,Qualifies for reduced/free lunch,42,50
GOOBU,Urban,Public,PBA,Standard,24,BHSCF,Male,Qualifies for reduced/free lunch,39,48
GOOBU,Urban,Public,PBA,Standard,24,EQDEK,Male,Qualifies for reduced/free lunch,45,54
GOOBU,Urban,Public,PBA,Standard,24,FZ955,Female,Qualifies for reduced/free lunch,42,48
GOOBU,Urban,Public,PBA,Standard,24,GNFMX,Female,Qualifies for reduced/free lunch,43,54
GOOBU,Urban,Public,PBA,Standard,24,GYLI8,Male,Does not qualify,44,54
GOOBU,Urban,Public,PBA,Standard,24,M4RH1,Male,Qualifies for reduced/free lunch,40,51
GOOBU,Urban,Public,PBA,Standard,24,MMHV2,Male,Qualifies for reduced/free lunch,36,48
GOOBU,Urban,Public,PBA,Standard,24,OZ1IC,Female,Does not qualify,47,55
GOOBU,Urban,Public,PBA,Standard,24,QYUIJ,Male,Qualifies for reduced/free lunch,43,53
GOOBU,Urban,Public,PBA,Standard,24,ULA1C,Female,Qualifies for reduced/free lunch,38,51
GOOBU,Urban,Public,PBA,Standard,24,XDCZU,Male,Qualifies for reduced/free lunch,40,54
GOOBU,Urban,Public,U6J,Standard,25,0TG4E,Female,Qualifies for reduced/free lunch,44,52
GOOBU,Urban,Public,U6J,Standard,25,3CQUU,Female,Qualifies for reduced/free lunch,40,52
GOOBU,Urban,Public,U6J,Standard,25,3TJ3A,Female,Qualifies for reduced/free lunch,43,53
GOOBU,Urban,Public,U6J,Standard,25,6OUSM,Female,Qualifies for reduced/free lunch,36,50
GOOBU,Urban,Public,U6J,Standard,25,9178O,Male,Qualifies for reduced/free lunch,40,51
GOOBU,Urban,Public,U6J,Standard,25,AZJMV,Female,Qualifies for reduced/free lunch,41,47
GOOBU,Urban,Public,U6J,Standard,25,B2JPA,Female,Qualifies for reduced/free lunch,39,47
GOOBU,Urban,Public,U6J,Standard,25,BLF0G,Female,Qualifies for reduced/free lunch,41,47
GOOBU,Urban,Public,U6J,Standard,25,BRSSH,Male,Qualifies for reduced/free lunch,39,48
GOOBU,Urban,Public,U6J,Standard,25,EIV0N,Female,Qualifies for reduced/free lunch,37,46
GOOBU,Urban,Public,U6J,Standard,25,FXW0B,Male,Qualifies for reduced/free lunch,44,52
GOOBU,Urban,Public,U6J,Standard,25,HMVID,Female,Qualifies for reduced/free lunch,38,44
GOOBU,Urban,Public,U6J,Standard,25,J4404,Female,Qualifies for reduced/free lunch,35,52
GOOBU,Urban,Public,U6J,Standard,25,K6069,Male,Qualifies for reduced/free lunch,35,48
GOOBU,Urban,Public,U6J,Standard,25,MWVPD,Male,Qualifies for reduced/free lunch,38,51
GOOBU,Urban,Public,U6J,Standard,25,OEWJ2,Male,Qualifies for reduced/free lunch,41,52
GOOBU,Urban,Public,U6J,Standard,25,OKZQZ,Female,Qualifies for reduced/free lunch,31,44
GOOBU,Urban,Public,U6J,Standard,25,QSDTJ,Male,Qualifies for reduced/free lunch,37,47
GOOBU,Urban,Public,U6J,Standard,25,RACAL,Female,Qualifies for reduced/free lunch,36,48
GOOBU,Urban,Public,U6J,Standard,25,RJWG7,Female,Qualifies for reduced/free lunch,41,46
GOOBU,Urban,Public,U6J,Standard,25,T1IOZ,Female,Qualifies for reduced/free lunch,39,50
GOOBU,Urban,Public,U6J,Standard,25,TGZB2,Female,Qualifies for reduced/free lunch,36,53
GOOBU,Urban,Public,U6J,Standard,25,U9QL7,Male,Qualifies for reduced/free lunch,37,48
GOOBU,Urban,Public,U6J,Standard,25,YG9VR,Female,Qualifies for reduced/free lunch,38,48
GOOBU,Urban,Public,U6J,Standard,25,YP2OF,Female,Qualifies for reduced/free lunch,39,47
GOOBU,Urban,Public,W8A,Experimental,26,10A05,Female,Qualifies for reduced/free lunch,35,55
GOOBU,Urban,Public,W8A,Experimental,26,60JJW,Male,Qualifies for reduced/free lunch,37,54
GOOBU,Urban,Public,W8A,Experimental,26,65ZZN,Male,Does not qualify,40,59
GOOBU,Urban,Public,W8A,Experimental,26,6M88W,Male,Qualifies for reduced/free lunch,37,61
GOOBU,Urban,Public,W8A,Experimental,26,7H9LF,Female,Qualifies for reduced/free lunch,40,57
GOOBU,Urban,Public,W8A,Experimental,26,93CDF,Female,Qualifies for reduced/free lunch,34,54
GOOBU,Urban,Public,W8A,Experimental,26,9DKQ9,Female,Qualifies for reduced/free lunch,39,56
GOOBU,Urban,Public,W8A,Experimental,26,9UN3Z,Male,Qualifies for reduced/free lunch,36,55
GOOBU,Urban,Public,W8A,Experimental,26,A3JJP,Female,Qualifies for reduced/free lunch,36,57
GOOBU,Urban,Public,W8A,Experimental,26,AHIZI,Male,Does not qualify,45,64
GOOBU,Urban,Public,W8A,Experimental,26,BUDF2,Male,Qualifies for reduced/free lunch,36,57
GOOBU,Urban,Public,W8A,Experimental,26,D76QH,Male,Qualifies for reduced/free lunch,40,60
GOOBU,Urban,Public,W8A,Experimental,26,FFCHO,Male,Qualifies for reduced/free lunch,42,55
GOOBU,Urban,Public,W8A,Experimental,26,HLTZ9,Male,Qualifies for reduced/free lunch,38,59
GOOBU,Urban,Public,W8A,Experimental,26,J0V3K,Male,Qualifies for reduced/free lunch,40,56
GOOBU,Urban,Public,W8A,Experimental,26,JOWGS,Female,Qualifies for reduced/free lunch,34,56
GOOBU,Urban,Public,W8A,Experimental,26,KG0JT,Female,Qualifies for reduced/free lunch,40,54
GOOBU,Urban,Public,W8A,Experimental,26,KVGQU,Male,Qualifies for reduced/free lunch,38,53
GOOBU,Urban,Public,W8A,Experimental,26,M34JB,Female,Qualifies for reduced/free lunch,40,50
GOOBU,Urban,Public,W8A,Experimental,26,M3Q4U,Male,Qualifies for reduced/free lunch,40,55
GOOBU,Urban,Public,W8A,Experimental,26,NFXF0,Female,Qualifies for reduced/free lunch,42,60
GOOBU,Urban,Public,W8A,Experimental,26,QQJEC,Female,Qualifies for reduced/free lunch,36,59
GOOBU,Urban,Public,W8A,Experimental,26,RDNR9,Male,Qualifies for reduced/free lunch,36,51
GOOBU,Urban,Public,W8A,Experimental,26,SC382,Female,Qualifies for reduced/free lunch,41,58
GOOBU,Urban,Public,W8A,Experimental,26,UYKRK,Female,Qualifies for reduced/free lunch,44,58
GOOBU,Urban,Public,W8A,Experimental,26,UYY4U,Female,Qualifies for reduced/free lunch,39,56
IDGFP,Urban,Non-public,05H,Standard,22,1Q5IJ,Female,Does not qualify,74,82
IDGFP,Urban,Non-public,05H,Standard,22,244TH,Male,Does not qualify,74,85
IDGFP,Urban,Non-public,05H,Standard,22,2RBHS,Male,Does not qualify,72,76
IDGFP,Urban,Non-public,05H,Standard,22,4V1FZ,Female,Does not qualify,71,80
IDGFP,Urban,Non-public,05H,Standard,22,66F0E,Male,Does not qualify,77,85
IDGFP,Urban,Non-public,05H,Standard,22,81HQ5,Male,Does not qualify,79,86
IDGFP,Urban,Non-public,05H,Standard,22,AZ8TD,Female,Does not qualify,73,82
IDGFP,Urban,Non-public,05H,Standard,22,BFTIU,Female,Does not qualify,74,82
IDGFP,Urban,Non-public,05H,Standard,22,ECID0,Male,Does not qualify,73,85
IDGFP,Urban,Non-public,05H,Standard,22,EKP6D,Male,Does not qualify,74,85
IDGFP,Urban,Non-public,05H,Standard,22,LLVCV,Female,Does not qualify,72,87
IDGFP,Urban,Non-public,05H,Standard,22,MNYAI,Male,Does not qualify,66,88
IDGFP,Urban,Non-public,05H,Standard,22,MRJP3,Male,Does not qualify,75,86
IDGFP,Urban,Non-public,05H,Standard,22,NNVWK,Male,Does not qualify,74,85
IDGFP,Urban,Non-public,05H,Standard,22,O8JV2,Female,Does not qualify,74,84
IDGFP,Urban,Non-public,05H,Standard,22,OD8GS,Male,Does not qualify,74,85
IDGFP,Urban,Non-public,05H,Standard,22,OLXN2,Male,Does not qualify,74,85
IDGFP,Urban,Non-public,05H,Standard,22,TDTSM,Male,Does not qualify,69,80
IDGFP,Urban,Non-public,05H,Standard,22,VX97O,Female,Does not qualify,71,80
IDGFP,Urban,Non-public,05H,Standard,22,WTS1I,Female,Does not qualify,74,85
